qa_status,acceptable,rejection_reason,reviewer_notes,question_id,skill_id,band,level,phase,target_word,question_type,sentence_with_blank,full_sentence,correct_answer,answer_choices,image_path,image_preview_path,image_role,image_policy,replacement_needed,kimi_prompt
no_image_required,,,,HFWQ-0122,hfw_1_25,HFW 1-25,1,2,at,multiple_choice,She sat ___ the table.,She sat at the table.,at,for | is | at | in,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""She sat at the table."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0123,hfw_1_25,HFW 1-25,1,2,at,multiple_choice,We met ___ the park.,We met at the park.,at,is | for | at | go,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""We met at the park."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0124,hfw_1_25,HFW 1-25,2,1,at,hfw_sentence_spell,He smiled ___ me.,He smiled at me.,at,,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""He smiled at me."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0125,hfw_1_25,HFW 1-25,2,2,at,hfw_sentence_spell,The dog barked ___ the cat.,The dog barked at the cat.,at,,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""The dog barked at the cat."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0126,hfw_1_25,HFW 1-25,2,2,at,hfw_sentence_spell,I am good ___ drawing.,I am good at drawing.,at,,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""I am good at drawing."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0127,hfw_1_25,HFW 1-25,1,1,be,multiple_choice,Please ___ kind.,Please be kind.,be,your | in | be | for,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""Please be kind."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0128,hfw_1_25,HFW 1-25,1,2,be,multiple_choice,I want to ___ first.,I want to be first.,be,be | in | number | for,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""I want to be first."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0129,hfw_1_25,HFW 1-25,1,2,be,multiple_choice,The soup will ___ hot.,The soup will be hot.,be,be | for | water | number,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""The soup will be hot."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0130,hfw_1_25,HFW 1-25,2,1,be,hfw_sentence_spell,You can ___ my helper.,You can be my helper.,be,,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""You can be my helper."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0131,hfw_1_25,HFW 1-25,2,2,be,hfw_sentence_spell,We should ___ quiet.,We should be quiet.,be,,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""We should be quiet."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0132,hfw_1_25,HFW 1-25,2,2,be,hfw_sentence_spell,He will ___ ready soon.,He will be ready soon.,be,,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""He will be ready soon."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0133,hfw_1_25,HFW 1-25,1,1,this,multiple_choice,___ is my book.,This is my book.,this,is | said | this | for,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""This is my book."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0134,hfw_1_25,HFW 1-25,1,2,this,multiple_choice,___ cup is clean.,This cup is clean.,this,for | this | said | look,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""This cup is clean."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0135,hfw_1_25,HFW 1-25,1,2,this,multiple_choice,I like ___ story.,I like this story.,this,this | come | look | said,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""I like this story."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0136,hfw_1_25,HFW 1-25,2,1,this,hfw_sentence_spell,___ dog is friendly.,This dog is friendly.,this,,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""This dog is friendly."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0137,hfw_1_25,HFW 1-25,2,2,this,hfw_sentence_spell,Can you hold ___ bag?,Can you hold this bag?,this,,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""Can you hold this bag?"". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0138,hfw_1_25,HFW 1-25,2,2,this,hfw_sentence_spell,___ apple is sweet.,This apple is sweet.,this,,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""This apple is sweet."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0139,hfw_1_25,HFW 1-25,1,1,have,multiple_choice,I ___ a red ball.,I have a red ball.,have,for | have | in | your,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""I have a red ball."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0140,hfw_1_25,HFW 1-25,1,2,have,multiple_choice,We ___ lunch at noon.,We have lunch at noon.,have,number | in | for | have,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""We have lunch at noon."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0141,hfw_1_25,HFW 1-25,1,2,have,multiple_choice,You ___ a nice smile.,You have a nice smile.,have,number | for | water | have,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""You have a nice smile."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0142,hfw_1_25,HFW 1-25,2,1,have,hfw_sentence_spell,They ___ three books.,They have three books.,have,,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""They have three books."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0143,hfw_1_25,HFW 1-25,2,2,have,hfw_sentence_spell,She will ___ a turn.,She will have a turn.,have,,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""She will have a turn."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0144,hfw_1_25,HFW 1-25,2,2,have,hfw_sentence_spell,He may ___ my pencil.,He may have my pencil.,have,,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""He may have my pencil."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0145,hfw_1_25,HFW 1-25,1,1,from,multiple_choice,I came ___ the playground.,I came from the playground.,from,people | number | from | you,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""I came from the playground."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0146,hfw_1_25,HFW 1-25,1,2,from,multiple_choice,She got milk ___ the fridge.,She got milk from the fridge.,from,number | from | water | people,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""She got milk from the fridge."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0147,hfw_1_25,HFW 1-25,1,2,from,multiple_choice,The letter is ___ Grandma.,The letter is from Grandma.,from,look | water | people | from,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""The letter is from Grandma."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0148,hfw_1_25,HFW 1-25,2,1,from,hfw_sentence_spell,He walked ___ the bus stop.,He walked from the bus stop.,from,,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""He walked from the bus stop."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0149,hfw_1_25,HFW 1-25,2,2,from,hfw_sentence_spell,We picked apples ___ the tree.,We picked apples from the tree.,from,,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""We picked apples from the tree."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0150,hfw_1_25,HFW 1-25,2,2,from,hfw_sentence_spell,The sound came ___ the hall.,The sound came from the hall.,from,,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""The sound came from the hall."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0151,hfw_26_50,HFW 26-50,1,1,or,multiple_choice,Would you like milk ___ water?,Would you like milk or water?,or,people | or | you | number,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""Would you like milk or water?"". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0152,hfw_26_50,HFW 26-50,1,2,or,multiple_choice,We can read ___ draw after lunch.,We can read or draw after lunch.,or,number | water | or | people,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""We can read or draw after lunch."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0153,hfw_26_50,HFW 26-50,1,2,or,multiple_choice,Pick the red crayon ___ the blue crayon.,Pick the red crayon or the blue crayon.,or,or | people | look | water,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""Pick the red crayon or the blue crayon."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0154,hfw_26_50,HFW 26-50,2,1,or,hfw_sentence_spell,Do you want to run ___ walk?,Do you want to run or walk?,or,,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""Do you want to run or walk?"". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0155,hfw_26_50,HFW 26-50,2,2,or,hfw_sentence_spell,The bird can sit here ___ there.,The bird can sit here or there.,or,,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""The bird can sit here or there."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0156,hfw_26_50,HFW 26-50,2,2,or,hfw_sentence_spell,You may use a pencil ___ a marker.,You may use a pencil or a marker.,or,,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""You may use a pencil or a marker."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0157,hfw_26_50,HFW 26-50,1,1,one,multiple_choice,I have ___ pencil on my desk.,I have one pencil on my desk.,one,said | for | is | one,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""I have one pencil on my desk."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0158,hfw_26_50,HFW 26-50,1,2,one,multiple_choice,___ bird landed on the fence.,One bird landed on the fence.,one,look | said | for | one,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""One bird landed on the fence."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0159,hfw_26_50,HFW 26-50,1,2,one,multiple_choice,Please choose ___ book to read.,Please choose one book to read.,one,said | come | look | one,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""Please choose one book to read."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0160,hfw_26_50,HFW 26-50,2,1,one,hfw_sentence_spell,There is ___ cookie left.,There is one cookie left.,one,,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""There is one cookie left."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0161,hfw_26_50,HFW 26-50,2,2,one,hfw_sentence_spell,___ child held the flag.,One child held the flag.,one,,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""One child held the flag."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0162,hfw_26_50,HFW 26-50,2,2,one,hfw_sentence_spell,We need ___ more chair.,We need one more chair.,one,,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""We need one more chair."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0163,hfw_26_50,HFW 26-50,1,1,had,multiple_choice,The dog ___ a red ball.,The dog had a red ball.,had,had | for | in | your,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""The dog had a red ball."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0164,hfw_26_50,HFW 26-50,1,2,had,multiple_choice,She ___ a pencil in her hand.,She had a pencil in her hand.,had,for | number | in | had,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""She had a pencil in her hand."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0165,hfw_26_50,HFW 26-50,1,2,had,multiple_choice,We ___ soup for lunch.,We had soup for lunch.,had,had | number | water | for,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""We had soup for lunch."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0166,hfw_26_50,HFW 26-50,2,1,had,hfw_sentence_spell,The frog ___ spots on its back.,The frog had spots on its back.,had,,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""The frog had spots on its back."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0167,hfw_26_50,HFW 26-50,2,2,had,hfw_sentence_spell,He ___ fun at the park.,He had fun at the park.,had,,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""He had fun at the park."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0168,hfw_26_50,HFW 26-50,2,2,had,hfw_sentence_spell,The class ___ a quiet reading time.,The class had a quiet reading time.,had,,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""The class had a quiet reading time."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0169,hfw_26_50,HFW 26-50,1,1,by,multiple_choice,The cat sat ___ the window.,The cat sat by the window.,by,number | people | by | you,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""The cat sat by the window."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0170,hfw_26_50,HFW 26-50,1,2,by,multiple_choice,I stood ___ my friend.,I stood by my friend.,by,water | people | by | number,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""I stood by my friend."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0171,hfw_26_50,HFW 26-50,1,2,by,multiple_choice,The book is ___ the lamp.,The book is by the lamp.,by,water | by | look | people,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""The book is by the lamp."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0172,hfw_26_50,HFW 26-50,2,1,by,hfw_sentence_spell,We walked ___ the pond.,We walked by the pond.,by,,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""We walked by the pond."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0173,hfw_26_50,HFW 26-50,2,2,by,hfw_sentence_spell,The dog slept ___ the door.,The dog slept by the door.,by,,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""The dog slept by the door."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0174,hfw_26_50,HFW 26-50,2,2,by,hfw_sentence_spell,She put her bag ___ the chair.,She put her bag by the chair.,by,,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""She put her bag by the chair."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0175,hfw_26_50,HFW 26-50,1,1,words,multiple_choice,I can read many ___.,I can read many words.,words,in | for | words | you,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""I can read many words."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0176,hfw_26_50,HFW 26-50,1,2,words,multiple_choice,The ___ are on the page.,The words are on the page.,words,words | is | in | for,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""The words are on the page."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0177,hfw_26_50,HFW 26-50,1,2,words,multiple_choice,Write three ___ in your book.,Write three words in your book.,words,words | go | is | for,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""Write three words in your book."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0178,hfw_26_50,HFW 26-50,2,1,words,hfw_sentence_spell,Some ___ are short and easy.,Some words are short and easy.,words,,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""Some words are short and easy."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0179,hfw_26_50,HFW 26-50,2,2,words,hfw_sentence_spell,These ___ rhyme with cat.,These words rhyme with cat.,words,,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""These words rhyme with cat."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0180,hfw_26_50,HFW 26-50,2,2,words,hfw_sentence_spell,We clap the sounds in ___.,We clap the sounds in words.,words,,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""We clap the sounds in words."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0181,hfw_26_50,HFW 26-50,1,1,but,multiple_choice,"I wanted to play, ___ it rained.","I wanted to play, but it rained.",but,but | people | you | number,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""I wanted to play, but it rained."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0182,hfw_26_50,HFW 26-50,1,2,but,multiple_choice,"The dog is small, ___ it is fast.","The dog is small, but it is fast.",but,people | water | but | number,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""The dog is small, but it is fast."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0183,hfw_26_50,HFW 26-50,1,2,but,multiple_choice,"She tried hard, ___ the box was heavy.","She tried hard, but the box was heavy.",but,but | people | look | water,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""She tried hard, but the box was heavy."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0184,hfw_26_50,HFW 26-50,2,1,but,hfw_sentence_spell,"The soup was hot, ___ it tasted good.","The soup was hot, but it tasted good.",but,,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""The soup was hot, but it tasted good."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0185,hfw_26_50,HFW 26-50,2,2,but,hfw_sentence_spell,"He was tired, ___ he kept reading.","He was tired, but he kept reading.",but,,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""He was tired, but he kept reading."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0186,hfw_26_50,HFW 26-50,2,2,but,hfw_sentence_spell,"The cat ran, ___ the mouse hid.","The cat ran, but the mouse hid.",but,,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""The cat ran, but the mouse hid."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0187,hfw_26_50,HFW 26-50,1,1,not,multiple_choice,The cup is ___ full.,The cup is not full.,not,not | in | is | you,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""The cup is not full."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0188,hfw_26_50,HFW 26-50,1,2,not,multiple_choice,Do ___ run in the hall.,Do not run in the hall.,not,is | for | in | not,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""Do not run in the hall."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0189,hfw_26_50,HFW 26-50,1,2,not,multiple_choice,That is ___ my hat.,That is not my hat.,not,is | go | not | for,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""That is not my hat."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0190,hfw_26_50,HFW 26-50,2,1,not,hfw_sentence_spell,The dog is ___ asleep.,The dog is not asleep.,not,,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""The dog is not asleep."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0191,hfw_26_50,HFW 26-50,2,2,not,hfw_sentence_spell,We are ___ late today.,We are not late today.,not,,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""We are not late today."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0192,hfw_26_50,HFW 26-50,2,2,not,hfw_sentence_spell,The box is ___ heavy.,The box is not heavy.,not,,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""The box is not heavy."". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
no_image_required,,,,HFWQ-0193,hfw_26_50,HFW 26-50,1,1,what,multiple_choice,___ is in the box?,What is in the box?,what,in | for | what | said,,,,no_image,N,"Create one clean child-friendly LiteracyPath cartoon scene matching this exact sentence: ""What is in the box?"". No embedded text, labels, signs, watermarks, logos, photorealism, rainbow/babyish style, AI slop, extra hands/fingers/limbs, or distorted faces."
