id,priority,skillId,targetWord,pair,itemType,imageNeeded,audioNeeded,suggestedImagePath,suggestedAudioPath,imagePrompt,audioPrompt,reason,existingImageCount,existingAudioCount,sourcePromptType,notes
wm-0131,P1,antonyms_synonyms,fake,real/fake,antonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/real-fake-01.webp,,"Create a clear child-friendly context image for the antonym pair ""real/fake"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0132,P1,antonyms_synonyms,false,true/false,antonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/true-false-01.webp,,"Create a clear child-friendly context image for the antonym pair ""true/false"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0133,P1,antonyms_synonyms,false,false/untrue,synonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/false-untrue-01.webp,,"Create a clear child-friendly context image for the synonym pair ""false/untrue"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0134,P1,antonyms_synonyms,filled,empty/filled,antonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/empty-filled-01.webp,,"Create a clear child-friendly context image for the antonym pair ""empty/filled"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0135,P1,antonyms_synonyms,filled,full/filled,synonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/full-filled-01.webp,,"Create a clear child-friendly context image for the synonym pair ""full/filled"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0136,P1,antonyms_synonyms,find,find/discover,synonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/find-discover-01.webp,,"Create a clear child-friendly context image for the synonym pair ""find/discover"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,1,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0137,P1,antonyms_synonyms,firm,hard/firm,synonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/hard-firm-01.webp,,"Create a clear child-friendly context image for the synonym pair ""hard/firm"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0138,P1,antonyms_synonyms,fragile,strong/fragile,antonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/strong-fragile-01.webp,,"Create a clear child-friendly context image for the antonym pair ""strong/fragile"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0139,P1,antonyms_synonyms,fragile,weak/fragile,synonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/weak-fragile-01.webp,,"Create a clear child-friendly context image for the synonym pair ""weak/fragile"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0140,P1,antonyms_synonyms,friendly,friendly/unfriendly,antonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/friendly-unfriendly-01.webp,,"Create a clear child-friendly context image for the antonym pair ""friendly/unfriendly"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0141,P1,antonyms_synonyms,front,front/back,antonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/front-back-01.webp,,"Create a clear child-friendly context image for the antonym pair ""front/back"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0142,P1,antonyms_synonyms,funny,funny/silly,synonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/funny-silly-01.webp,,"Create a clear child-friendly context image for the synonym pair ""funny/silly"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0143,P1,antonyms_synonyms,giggle,laugh/giggle,synonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/laugh-giggle-01.webp,,"Create a clear child-friendly context image for the synonym pair ""laugh/giggle"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0144,P1,antonyms_synonyms,give,give/take,antonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/give-take-01.webp,,"Create a clear child-friendly context image for the antonym pair ""give/take"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0145,P1,antonyms_synonyms,give,give/offer,synonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/give-offer-01.webp,,"Create a clear child-friendly context image for the synonym pair ""give/offer"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0146,P1,antonyms_synonyms,go,come/go,antonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/come-go-01.webp,,"Create a clear child-friendly context image for the antonym pair ""come/go"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,1,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0147,P1,antonyms_synonyms,great,good/great,synonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/good-great-01.webp,,"Create a clear child-friendly context image for the synonym pair ""good/great"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0148,P1,antonyms_synonyms,healthy,healthy/sick,antonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/healthy-sick-01.webp,,"Create a clear child-friendly context image for the antonym pair ""healthy/sick"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0149,P1,antonyms_synonyms,hidden,visible/hidden,antonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/visible-hidden-01.webp,,"Create a clear child-friendly context image for the antonym pair ""visible/hidden"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0150,P1,antonyms_synonyms,honest,honest/dishonest,antonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/honest-dishonest-01.webp,,"Create a clear child-friendly context image for the antonym pair ""honest/dishonest"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0151,P1,antonyms_synonyms,important,important/unimportant,antonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/important-unimportant-01.webp,,"Create a clear child-friendly context image for the antonym pair ""important/unimportant"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0152,P1,antonyms_synonyms,impossible,possible/impossible,antonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/possible-impossible-01.webp,,"Create a clear child-friendly context image for the antonym pair ""possible/impossible"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0153,P1,antonyms_synonyms,in,in/out,antonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/in-out-01.webp,,"Create a clear child-friendly context image for the antonym pair ""in/out"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,1,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0154,P1,antonyms_synonyms,incorrect,wrong/incorrect,synonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/wrong-incorrect-01.webp,,"Create a clear child-friendly context image for the synonym pair ""wrong/incorrect"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0155,P1,antonyms_synonyms,large,large/tiny,antonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/large-tiny-01.webp,,"Create a clear child-friendly context image for the antonym pair ""large/tiny"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0156,P1,antonyms_synonyms,large,big/large,synonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/big-large-01.webp,,"Create a clear child-friendly context image for the synonym pair ""big/large"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0157,P1,antonyms_synonyms,later,after/later,synonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/after-later-01.webp,,"Create a clear child-friendly context image for the synonym pair ""after/later"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0158,P1,antonyms_synonyms,like,like/enjoy,synonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/like-enjoy-01.webp,,"Create a clear child-friendly context image for the synonym pair ""like/enjoy"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,1,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0159,P1,antonyms_synonyms,little,small/little,synonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/small-little-01.webp,,"Create a clear child-friendly context image for the synonym pair ""small/little"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,1,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0160,P1,antonyms_synonyms,loose,loose/tight,antonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/loose-tight-01.webp,,"Create a clear child-friendly context image for the antonym pair ""loose/tight"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0161,P1,antonyms_synonyms,lose,win/lose,antonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/win-lose-01.webp,,"Create a clear child-friendly context image for the antonym pair ""win/lose"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0162,P1,antonyms_synonyms,lots,many/lots,synonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/many-lots-01.webp,,"Create a clear child-friendly context image for the synonym pair ""many/lots"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0163,P1,antonyms_synonyms,make,make/create,synonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/make-create-01.webp,,"Create a clear child-friendly context image for the synonym pair ""make/create"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,1,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0164,P1,antonyms_synonyms,messy,messy/neat,antonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/messy-neat-01.webp,,"Create a clear child-friendly context image for the antonym pair ""messy/neat"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0165,P1,antonyms_synonyms,messy,messy/untidy,synonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/messy-untidy-01.webp,,"Create a clear child-friendly context image for the synonym pair ""messy/untidy"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0166,P1,antonyms_synonyms,munch,eat/munch,synonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/eat-munch-01.webp,,"Create a clear child-friendly context image for the synonym pair ""eat/munch"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0167,P1,antonyms_synonyms,narrow,wide/narrow,antonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/wide-narrow-01.webp,,"Create a clear child-friendly context image for the antonym pair ""wide/narrow"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0168,P1,antonyms_synonyms,needy,poor/needy,synonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/poor-needy-01.webp,,"Create a clear child-friendly context image for the synonym pair ""poor/needy"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0169,P1,antonyms_synonyms,offer,give/offer,synonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/give-offer-01.webp,,"Create a clear child-friendly context image for the synonym pair ""give/offer"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0170,P1,antonyms_synonyms,on,on/off,antonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/on-off-01.webp,,"Create a clear child-friendly context image for the antonym pair ""on/off"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,1,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0171,P1,antonyms_synonyms,out,in/out,antonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/in-out-01.webp,,"Create a clear child-friendly context image for the antonym pair ""in/out"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,1,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0172,P1,antonyms_synonyms,polite,polite/rude,antonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/polite-rude-01.webp,,"Create a clear child-friendly context image for the antonym pair ""polite/rude"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0173,P1,antonyms_synonyms,possible,possible/impossible,antonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/possible-impossible-01.webp,,"Create a clear child-friendly context image for the antonym pair ""possible/impossible"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0174,P1,antonyms_synonyms,powerful,strong/powerful,synonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/strong-powerful-01.webp,,"Create a clear child-friendly context image for the synonym pair ""strong/powerful"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0175,P1,antonyms_synonyms,pretty,pretty/beautiful,synonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/pretty-beautiful-01.webp,,"Create a clear child-friendly context image for the synonym pair ""pretty/beautiful"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0176,P1,antonyms_synonyms,private,public/private,antonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/public-private-01.webp,,"Create a clear child-friendly context image for the antonym pair ""public/private"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0177,P1,antonyms_synonyms,public,public/private,antonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/public-private-01.webp,,"Create a clear child-friendly context image for the antonym pair ""public/private"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0178,P1,antonyms_synonyms,purchase,buy/purchase,synonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/buy-purchase-01.webp,,"Create a clear child-friendly context image for the synonym pair ""buy/purchase"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0179,P1,antonyms_synonyms,rainy,sunny/rainy,antonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/sunny-rainy-01.webp,,"Create a clear child-friendly context image for the antonym pair ""sunny/rainy"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0180,P1,antonyms_synonyms,raise,raise/lift,synonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/raise-lift-01.webp,,"Create a clear child-friendly context image for the synonym pair ""raise/lift"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0181,P1,antonyms_synonyms,real,real/fake,antonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/real-fake-01.webp,,"Create a clear child-friendly context image for the antonym pair ""real/fake"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0182,P1,antonyms_synonyms,real,true/real,synonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/true-real-01.webp,,"Create a clear child-friendly context image for the synonym pair ""true/real"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0183,P1,antonyms_synonyms,receive,get/receive,synonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/get-receive-01.webp,,"Create a clear child-friendly context image for the synonym pair ""get/receive"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0184,P1,antonyms_synonyms,relax,rest/relax,synonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/rest-relax-01.webp,,"Create a clear child-friendly context image for the synonym pair ""rest/relax"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
wm-0185,P1,antonyms_synonyms,reply,answer/reply,synonym,true,false,public/images/assessment/language/variants/antonyms-synonyms/answer-reply-01.webp,,"Create a clear child-friendly context image for the synonym pair ""answer/reply"". If antonym, show a matched contrast. If synonym, show one scene where both meanings make sense. No text, labels, signs, speech bubbles, logos, or watermarks.",,Active language-pair phase gap would benefit from disambiguating image/context media.,0,0,visual_word_pair_or_sentence_context,"Phase gap remains: {""L1P1"":25,""L1P2"":11,""L2P1"":49,""L2P2"":125}"
