acceptable,issue_type,severity,replacement_needed,reviewer_notes,image_id,path,target_word,skill_id,area,contact_sheet,contact_sheet_position,current_qa_status,suggested_kimi_replacement_prompt
Y,,,N,,img_007450,/media/vocabulary/images/blade.webp,blade,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-002.html,57,unreviewed,"Create a clean clear target object/action art replacement for blade. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/blade.webp"
Y,,,N,,img_007451,/media/vocabulary/images/blanket.webp,blanket,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-002.html,58,unreviewed,"Create a clean clear target object/action art replacement for blanket. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/blanket.webp"
Y,,,N,,img_007452,/media/vocabulary/images/blend.webp,blend,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-002.html,59,unreviewed,"Create a clean clear target object/action art replacement for blend. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/blend.webp"
Y,,,N,,img_007453,/media/vocabulary/images/blender.webp,blender,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-002.html,60,unreviewed,"Create a clean clear target object/action art replacement for blender. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/blender.webp"
Y,,,N,,img_007454,/media/vocabulary/images/blimp.webp,blimp,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-002.html,61,unreviewed,"Create a clean clear target object/action art replacement for blimp. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/blimp.webp"
Y,,,N,,img_007455,/media/vocabulary/images/blink.webp,blink,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-002.html,62,unreviewed,"Create a clean clear target object/action art replacement for blink. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/blink.webp"
Y,,,N,,img_007456,/media/vocabulary/images/blob.webp,blob,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-002.html,63,unreviewed,"Create a clean clear target object/action art replacement for blob. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/blob.webp"
Y,,,N,,img_007457,/media/vocabulary/images/block.webp,block,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-002.html,64,unreviewed,"Create a clean clear target object/action art replacement for block. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/block.webp"
Y,,,N,,img_007458,/media/vocabulary/images/bloom.webp,bloom,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-002.html,65,unreviewed,"Create a clean clear target object/action art replacement for bloom. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/bloom.webp"
Y,,,N,,img_007459,/media/vocabulary/images/blossom.webp,blossom,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-002.html,66,unreviewed,"Create a clean clear target object/action art replacement for blossom. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/blossom.webp"
Y,,,N,,img_007460,/media/vocabulary/images/blow.webp,blow,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-002.html,67,unreviewed,"Create a clean clear target object/action art replacement for blow. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/blow.webp"
Y,,,N,,img_007461,/media/vocabulary/images/blueberry.webp,blueberry,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-002.html,68,unreviewed,"Create a clean clear target object/action art replacement for blueberry. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/blueberry.webp"
Y,,,N,,img_007462,/media/vocabulary/images/bluebird.webp,bluebird,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-002.html,69,unreviewed,"Create a clean clear target object/action art replacement for bluebird. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/bluebird.webp"
Y,,,N,,img_007463,/media/vocabulary/images/bluejay.webp,bluejay,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-002.html,70,unreviewed,"Create a clean clear target object/action art replacement for bluejay. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/bluejay.webp"
Y,,,N,,img_007464,/media/vocabulary/images/blur.webp,blur,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-002.html,71,unreviewed,"Create a clean clear target object/action art replacement for blur. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/blur.webp"
Y,,,N,,img_007465,/media/vocabulary/images/board.webp,board,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-002.html,72,unreviewed,"Create a clean clear target object/action art replacement for board. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/board.webp"
Y,,,N,,img_007466,/media/vocabulary/images/bob.webp,bob,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-002.html,73,unreviewed,"Create a clean clear target object/action art replacement for bob. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/bob.webp"
Y,,,N,,img_007467,/media/vocabulary/images/body.webp,body,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-002.html,74,unreviewed,"Create a clean clear target object/action art replacement for body. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/body.webp"
Y,,,N,,img_007468,/media/vocabulary/images/bog.webp,bog,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-002.html,75,unreviewed,"Create a clean clear target object/action art replacement for bog. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/bog.webp"
Y,,,N,,img_007469,/media/vocabulary/images/boil.webp,boil,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-002.html,76,unreviewed,"Create a clean clear target object/action art replacement for boil. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/boil.webp"
Y,,,N,,img_007470,/media/vocabulary/images/bone.webp,bone,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-002.html,77,unreviewed,"Create a clean clear target object/action art replacement for bone. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/bone.webp"
Y,,,N,,img_007471,/media/vocabulary/images/bony.webp,bony,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-002.html,78,unreviewed,"Create a clean clear target object/action art replacement for bony. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/bony.webp"
Y,,,N,,img_007472,/media/vocabulary/images/bookcase.webp,bookcase,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-002.html,79,unreviewed,"Create a clean clear target object/action art replacement for bookcase. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/bookcase.webp"
Y,,,N,,img_007473,/media/vocabulary/images/bookend.webp,bookend,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-002.html,80,unreviewed,"Create a clean clear target object/action art replacement for bookend. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/bookend.webp"
Y,,,N,,img_007474,/media/vocabulary/images/boot.webp,boot,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,1,unreviewed,"Create a clean clear target object/action art replacement for boot. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/boot.webp"
Y,,,N,,img_007475,/media/vocabulary/images/booth.webp,booth,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,2,unreviewed,"Create a clean clear target object/action art replacement for booth. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/booth.webp"
Y,,,N,,img_007476,/media/vocabulary/images/born.webp,born,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,3,unreviewed,"Create a clean clear target object/action art replacement for born. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/born.webp"
Y,,,N,,img_007477,/media/vocabulary/images/both.webp,both,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,4,unreviewed,"Create a clean clear target object/action art replacement for both. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/both.webp"
Y,,,N,,img_007478,/media/vocabulary/images/bottle.webp,bottle,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,5,unreviewed,"Create a clean clear target object/action art replacement for bottle. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/bottle.webp"
Y,,,N,,img_007479,/media/vocabulary/images/bow.webp,bow,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,6,unreviewed,"Create a clean clear target object/action art replacement for bow. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/bow.webp"
Y,,,N,,img_007480,/media/vocabulary/images/bowl.webp,bowl,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,7,unreviewed,"Create a clean clear target object/action art replacement for bowl. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/bowl.webp"
Y,,,N,,img_007481,/media/vocabulary/images/boy.webp,boy,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,8,unreviewed,"Create a clean clear target object/action art replacement for boy. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/boy.webp"
Y,,,N,,img_007482,/media/vocabulary/images/bracelet.webp,bracelet,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,9,unreviewed,"Create a clean clear target object/action art replacement for bracelet. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/bracelet.webp"
Y,,,N,,img_007483,/media/vocabulary/images/brag.webp,brag,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,10,unreviewed,"Create a clean clear target object/action art replacement for brag. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/brag.webp"
Y,,,N,,img_007484,/media/vocabulary/images/brain.webp,brain,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,11,unreviewed,"Create a clean clear target object/action art replacement for brain. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/brain.webp"
Y,,,N,,img_007485,/media/vocabulary/images/bran.webp,bran,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,12,unreviewed,"Create a clean clear target object/action art replacement for bran. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/bran.webp"
Y,,,N,,img_007486,/media/vocabulary/images/branch.webp,branch,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,13,unreviewed,"Create a clean clear target object/action art replacement for branch. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/branch.webp"
Y,,,N,,img_007487,/media/vocabulary/images/brand.webp,brand,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,14,unreviewed,"Create a clean clear target object/action art replacement for brand. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/brand.webp"
Y,,,N,,img_007488,/media/vocabulary/images/brat.webp,brat,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,15,unreviewed,"Create a clean clear target object/action art replacement for brat. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/brat.webp"
Y,,,N,,img_007489,/media/vocabulary/images/brave.webp,brave,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,16,unreviewed,"Create a clean clear target object/action art replacement for brave. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/brave.webp"
Y,,,N,,img_007490,/media/vocabulary/images/bread.webp,bread,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,17,unreviewed,"Create a clean clear target object/action art replacement for bread. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/bread.webp"
Y,,,N,,img_007491,/media/vocabulary/images/breeze.webp,breeze,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,18,unreviewed,"Create a clean clear target object/action art replacement for breeze. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/breeze.webp"
Y,,,N,,img_007492,/media/vocabulary/images/brick.webp,brick,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,19,unreviewed,"Create a clean clear target object/action art replacement for brick. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/brick.webp"
Y,,,N,,img_007493,/media/vocabulary/images/bridge.webp,bridge,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,20,unreviewed,"Create a clean clear target object/action art replacement for bridge. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/bridge.webp"
Y,,,N,,img_007494,/media/vocabulary/images/brief.webp,brief,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,21,unreviewed,"Create a clean clear target object/action art replacement for brief. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/brief.webp"
Y,,,N,,img_007495,/media/vocabulary/images/bright.webp,bright,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,22,unreviewed,"Create a clean clear target object/action art replacement for bright. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/bright.webp"
Y,,,N,,img_007496,/media/vocabulary/images/brighter.webp,brighter,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,23,unreviewed,"Create a clean clear target object/action art replacement for brighter. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/brighter.webp"
Y,,,N,,img_007497,/media/vocabulary/images/bring.webp,bring,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,24,unreviewed,"Create a clean clear target object/action art replacement for bring. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/bring.webp"
Y,,,N,,img_007498,/media/vocabulary/images/broke.webp,broke,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,25,unreviewed,"Create a clean clear target object/action art replacement for broke. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/broke.webp"
Y,,,N,,img_007499,/media/vocabulary/images/broom.webp,broom,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,26,unreviewed,"Create a clean clear target object/action art replacement for broom. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/broom.webp"
Y,,,N,,img_007500,/media/vocabulary/images/brother.webp,brother,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,27,unreviewed,"Create a clean clear target object/action art replacement for brother. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/brother.webp"
Y,,,N,,img_007501,/media/vocabulary/images/brute.webp,brute,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,28,unreviewed,"Create a clean clear target object/action art replacement for brute. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/brute.webp"
Y,,,N,,img_007502,/media/vocabulary/images/bubble.webp,bubble,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,29,unreviewed,"Create a clean clear target object/action art replacement for bubble. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/bubble.webp"
Y,,,N,,img_007503,/media/vocabulary/images/bucket.webp,bucket,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,30,unreviewed,"Create a clean clear target object/action art replacement for bucket. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/bucket.webp"
Y,,,N,,img_007504,/media/vocabulary/images/buckle.webp,buckle,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,31,unreviewed,"Create a clean clear target object/action art replacement for buckle. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/buckle.webp"
Y,,,N,,img_007505,/media/vocabulary/images/buffalo.webp,buffalo,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,32,unreviewed,"Create a clean clear target object/action art replacement for buffalo. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/buffalo.webp"
Y,,,N,,img_007506,/media/vocabulary/images/build.webp,build,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,33,unreviewed,"Create a clean clear target object/action art replacement for build. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/build.webp"
Y,,,N,,img_007507,/media/vocabulary/images/bulb.webp,bulb,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,34,unreviewed,"Create a clean clear target object/action art replacement for bulb. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/bulb.webp"
Y,,,N,,img_007508,/media/vocabulary/images/bull.webp,bull,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,35,unreviewed,"Create a clean clear target object/action art replacement for bull. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/bull.webp"
Y,,,N,,img_007509,/media/vocabulary/images/bunch.webp,bunch,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,36,unreviewed,"Create a clean clear target object/action art replacement for bunch. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/bunch.webp"
Y,,,N,,img_007510,/media/vocabulary/images/bunny.webp,bunny,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,37,unreviewed,"Create a clean clear target object/action art replacement for bunny. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/bunny.webp"
Y,,,N,,img_007511,/media/vocabulary/images/burger.webp,burger,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,38,unreviewed,"Create a clean clear target object/action art replacement for burger. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/burger.webp"
Y,,,N,,img_007512,/media/vocabulary/images/burn.webp,burn,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,39,unreviewed,"Create a clean clear target object/action art replacement for burn. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/burn.webp"
Y,,,N,,img_007513,/media/vocabulary/images/burst.webp,burst,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,40,unreviewed,"Create a clean clear target object/action art replacement for burst. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/burst.webp"
Y,,,N,,img_007514,/media/vocabulary/images/buses.webp,buses,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,41,unreviewed,"Create a clean clear target object/action art replacement for buses. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/buses.webp"
Y,,,N,,img_007515,/media/vocabulary/images/bush.webp,bush,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,42,unreviewed,"Create a clean clear target object/action art replacement for bush. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/bush.webp"
Y,,,N,,img_007516,/media/vocabulary/images/butter.webp,butter,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,43,unreviewed,"Create a clean clear target object/action art replacement for butter. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/butter.webp"
Y,,,N,,img_007517,/media/vocabulary/images/butternut.webp,butternut,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,44,unreviewed,"Create a clean clear target object/action art replacement for butternut. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/butternut.webp"
Y,,,N,,img_007518,/media/vocabulary/images/button.webp,button,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,45,unreviewed,"Create a clean clear target object/action art replacement for button. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/button.webp"
